App,Package,Start Time,Duration,Filename
"System",,"Nov 22, 2019 @ 09:19:43 AM","6 min 39 sec","myfile.db"

Time  [ms],"Battery Remaining (%) [%]",Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Screen Brightness",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU3 Frequency [kHz]",Time  [ms],"CPU4 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",Time  [ms],"CPU3 Load [%]",Time  [ms],"CPU4 Load [%]",Time  [ms],"Application State",Description,
32,100,32,1,29,1572992,31,1,32,690935,180116,32,200000,33,42,33,31,36,11,12,2265600,29,960000,30,0,31,0,28,38,30,30,30,0,31,0,31,0,,
124,100,124,1,115,1573052,121,1,124,361139,0,125,200000,127,42,129,61,134,18,113,1190400,116,960000,117,0,121,0,114,62,117,50,118,0,122,0,122,0,,
221,100,221,1,215,1573116,219,1,221,1084427,573608,222,200000,222,42,224,50,228,13,213,2265600,216,960000,218,0,219,0,215,60,217,50,218,0,220,0,220,0,,
320,100,320,1,315,1572992,319,1,320,515047,4228,321,200000,322,42,323,38,328,13,313,2265600,316,960000,317,0,320,0,315,25,317,44,318,0,320,0,320,0,,
422,100,422,1,416,1573332,419,1,421,607668,96849,422,200000,423,42,424,40,428,12,414,2265600,416,960000,418,0,420,0,415,30,417,50,419,0,420,0,420,0,,
517,100,517,1,515,1573704,517,1,517,1340272,829453,518,200000,518,42,519,40,521,15,514,2265600,516,2265600,516,0,517,0,515,33,516,50,517,0,517,0,517,0,,
619,100,619,1,616,1573704,618,1,619,1340272,829453,620,200000,620,40,621,50,623,23,615,2265600,616,2265600,617,0,618,0,616,25,617,58,618,0,619,0,619,0,,
718,100,719,1,716,1573812,718,1,718,957952,447133,719,200000,719,40,720,27,722,12,715,2265600,716,2265600,717,0,718,0,716,45,717,14,717,0,718,0,718,0,,
819,100,819,1,816,1574056,818,1,818,1450602,939783,819,200000,819,40,820,47,823,23,815,2265600,817,2265600,817,0,818,0,816,40,817,50,818,0,818,0,818,0,,
919,100,920,1,917,1574056,918,1,919,989735,478916,920,200000,920,40,921,31,923,15,915,2265600,917,2265600,918,0,919,0,916,41,918,20,918,0,919,0,919,0,,
