App,Package,Start Time,Duration,Filename
"System",,"Nov 22, 2019 @ 09:58:48 AM","6 min 53 sec","myfile.db"

Time  [ms],"Battery Remaining (%) [%]",Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Screen Brightness",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU3 Frequency [kHz]",Time  [ms],"CPU4 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",Time  [ms],"CPU3 Load [%]",Time  [ms],"CPU4 Load [%]",Time  [ms],"Application State",Description,
14,100,14,1,49,1589968,12,1,13,28105,0,19,200000,20,40,21,57,28,10,47,960000,50,960000,52,960000,12,0,49,90,52,50,55,77,13,0,13,0,,
57,100,57,1,150,1590352,55,1,57,496294,68934,57,200000,58,40,64,66,70,25,147,2265600,150,960000,152,960000,56,0,149,37,151,41,153,60,56,0,56,0,,
156,100,157,1,250,1590972,155,1,156,829862,402502,157,200000,158,40,161,45,166,17,248,2265600,250,960000,252,2265600,155,0,249,18,252,36,254,38,156,0,156,0,,
256,100,256,1,350,1591344,255,1,256,989238,561878,257,200000,257,40,258,28,265,15,348,2265600,350,960000,351,2265600,255,0,349,20,350,45,351,33,256,0,256,0,,
352,100,352,1,450,1591664,352,1,352,961303,533943,353,200000,353,40,354,33,357,19,448,2265600,451,960000,452,0,352,0,450,45,452,12,453,0,352,0,352,0,,
455,100,455,1,550,1591844,453,1,455,761785,334425,456,200000,456,40,457,30,460,14,549,2265600,551,960000,551,0,454,0,550,37,551,25,552,0,454,0,455,0,,
552,100,552,1,650,1592144,552,1,552,663163,235803,553,200000,553,40,555,31,558,12,649,2265600,651,960000,652,0,552,0,650,50,651,25,652,0,552,0,552,0,,
653,100,653,1,751,1592268,652,1,653,869759,442399,654,200000,655,40,656,38,658,15,750,2265600,751,2265600,752,0,652,0,750,44,752,42,752,0,652,0,653,0,,
753,100,753,1,851,1592640,753,1,753,1387035,959675,754,200000,754,40,755,47,757,20,850,2265600,851,1574400,852,0,753,0,851,63,852,30,853,0,753,0,753,0,,
854,100,854,1,952,1592760,853,1,854,1234560,807200,855,200000,855,40,856,45,858,20,950,2265600,952,960000,953,0,853,0,951,30,952,20,953,0,854,0,854,0,,
954,100,954,1,1052,1593008,953,1,954,540953,113593,954,200000,955,38,956,28,958,10,1051,1497600,1052,2265600,1054,0,954,0,1052,40,1054,50,1054,0,954,0,954,0,,
1055,100,1055,1,1154,1593132,1054,1,1055,1067543,640183,1056,200000,1057,38,1058,40,1060,15,1151,960000,1155,2265600,1158,0,1055,0,1152,27,1158,33,1159,0,1055,0,1055,0,,
1161,100,1162,1,1253,1593504,1159,1,1161,603069,175709,1166,200000,1166,38,1168,37,1172,14,1251,2265600,1253,1190400,1254,0,1161,0,1252,81,1254,45,1254,0,1161,0,1161,0,,
1255,100,1255,1,1354,1593624,1254,1,1255,1473764,1046404,1255,200000,1256,38,1257,60,1259,20,1352,2265600,1354,960000,1355,0,1255,0,1353,30,1355,27,1355,0,1255,0,1255,0,,
1358,100,1358,1,1454,1593872,1356,1,1358,555393,128033,1359,200000,1359,38,1360,28,1366,10,1452,1728000,1455,2265600,1455,0,1356,0,1454,54,1455,58,1456,0,1356,0,1358,0,,
1456,100,1457,1,1554,1594120,1456,1,1456,1413954,986594,1457,200000,1458,38,1458,52,1461,16,1552,1574400,1554,2265600,1555,0,1456,0,1553,45,1555,30,1555,0,1456,0,1456,0,,
1556,100,1556,1,1654,1594244,1555,1,1556,815733,388373,1556,200000,1556,38,1557,40,1560,16,1653,960000,1654,2265600,1655,0,1555,0,1654,44,1655,27,1655,0,1556,0,1556,0,,
1656,100,1656,1,1755,1594492,1655,1,1656,545005,117645,1656,200000,1657,38,1657,35,1660,11,1753,960000,1755,2265600,1756,0,1656,0,1754,11,1755,30,1756,0,1656,0,1656,0,,
1757,100,1757,1,1856,1594864,1756,1,1757,520299,92939,1757,200000,1757,38,1758,21,1760,8,1854,960000,1856,1497600,1857,0,1756,0,1855,60,1857,50,1857,0,1756,0,1757,0,,
1861,100,1861,1,1956,1595232,1858,1,1860,467932,40572,1861,200000,1862,38,1863,54,1870,17,1954,2265600,1957,960000,1958,0,1858,0,1956,50,1958,25,1958,0,1860,0,1860,0,,
1961,100,1961,1,2056,1594212,1960,1,1961,868846,441486,1961,200000,1962,37,1963,36,1969,11,2054,1574400,2057,960000,2058,0,1960,0,2056,63,2058,63,2059,0,1960,0,1961,0,,
2063,100,2063,1,2157,1594336,2060,1,2062,604526,177166,2064,200000,2065,37,2070,68,2074,21,2155,2265600,2157,960000,2159,0,2061,0,2156,14,2159,58,2160,0,2062,0,2062,0,,
2162,100,2162,1,2257,1594336,2161,1,2162,368660,0,2162,200000,2163,37,2164,40,2168,9,2255,1190400,2258,960000,2262,0,2161,0,2257,40,2259,45,2262,0,2161,0,2162,0,,
2264,100,2264,1,2357,1594984,2263,1,2264,266194,0,2265,200000,2267,37,2269,45,2273,13,2355,2265600,2357,2265600,2358,0,2263,0,2356,83,2358,75,2358,0,2264,0,2264,0,,
2359,100,2359,1,2458,1595476,2358,1,2359,2529886,2102526,2359,200000,2360,37,2361,78,2364,26,2456,1190400,2458,2265600,2460,0,2359,0,2457,50,2459,100,2462,0,2359,0,2359,0,,
