App,Package,Start Time,Duration,Filename
"System",,"Nov 22, 2019 @ 12:25:04 AM","6 min 39 sec","myfile.db"

Time  [ms],"Battery Remaining (%) [%]",Time  [ms],"Battery Status",Time  [ms],"Memory Usage [KB]",Time  [ms],"Screen Brightness",Time  [ms],"Battery Power* [uW] (Raw)","Battery Power* [uW] (Delta)",Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU1 Frequency [kHz]",Time  [ms],"CPU2 Frequency [kHz]",Time  [ms],"CPU3 Frequency [kHz]",Time  [ms],"CPU4 Frequency [kHz]",Time  [ms],"CPU1 Load [%]",Time  [ms],"CPU2 Load [%]",Time  [ms],"CPU3 Load [%]",Time  [ms],"CPU4 Load [%]",Time  [ms],"Application State",Description,
23,100,23,1,20,1499728,22,1,23,0,0,23,320000,24,0,24,81,26,6,28,2265600,20,0,21,0,22,0,19,82,20,0,21,0,22,0,22,0,,
37,100,37,1,31,1499852,36,1,37,1591259,1475621,37,320000,39,0,40,100,46,25,105,2265600,32,0,35,0,36,0,31,100,35,0,36,0,37,0,37,0,,
108,100,108,1,106,1500100,107,1,107,876121,760483,108,320000,108,0,109,50,110,10,205,2265600,106,0,107,0,107,0,106,55,106,0,107,0,107,0,107,0,,
211,100,211,1,207,1500564,209,1,211,1035040,919402,211,320000,212,0,213,23,217,8,305,2265600,207,2265600,208,0,210,0,206,25,208,40,209,0,210,0,211,0,,
310,100,310,1,307,1501360,309,1,310,192766,77128,311,320000,311,0,312,5,314,0,406,2265600,307,2265600,309,0,309,0,307,12,308,0,309,0,310,0,310,0,,
411,100,411,1,407,1502004,410,1,410,637741,522103,411,320000,412,0,412,20,416,10,507,2265600,408,2265600,409,0,410,0,407,30,409,10,409,0,410,0,410,0,,
515,100,515,1,509,1502500,513,1,514,661869,546231,516,320000,516,0,518,30,522,12,607,2265600,510,960000,512,0,513,0,508,40,511,11,512,0,514,0,514,0,,
615,100,615,1,609,1502748,613,1,615,661869,546231,616,320000,617,0,618,26,622,11,707,2265600,610,960000,612,0,613,0,609,40,611,11,612,0,614,0,614,0,,
715,100,715,1,710,1503120,713,1,715,611999,496361,716,320000,716,0,717,22,721,10,807,2265600,710,960000,712,0,713,0,709,37,711,10,712,0,714,0,714,0,,
815,100,816,1,810,1503540,813,1,815,868464,752826,816,320000,817,0,818,39,822,15,908,2265600,810,960000,812,0,814,0,809,53,812,11,813,0,815,0,815,0,,
916,100,916,1,910,1503788,914,1,915,475014,359376,916,320000,918,0,920,20,924,7,1008,1958400,911,960000,913,0,914,0,909,27,912,20,913,0,915,0,915,0,,
1011,100,1011,1,1009,1503388,1011,1,1011,987359,871721,1012,320000,1012,0,1013,37,1015,18,1108,1958400,1009,2265600,1010,0,1011,0,1009,55,1010,22,1010,0,1011,0,1011,0,,
1113,100,1113,1,1110,1503388,1112,1,1112,160982,45344,1113,320000,1114,0,1114,9,1117,4,1209,2265600,1110,2265600,1111,0,1112,0,1109,0,1111,10,1111,0,1112,0,1112,0,,
1213,100,1213,1,1210,1503388,1212,1,1213,748985,633347,1213,320000,1214,0,1215,21,1219,7,1309,2265600,1210,2265600,1211,0,1212,0,1209,37,1211,10,1212,0,1212,0,1213,0,,
1317,100,1318,1,1312,1503512,1315,1,1317,26190,0,1318,320000,1319,0,1320,10,1324,3,1409,1497600,1312,960000,1314,0,1316,0,1311,0,1314,11,1315,0,1316,0,1317,0,,
1414,100,1414,1,1411,1503512,1412,1,1413,516297,400659,1414,320000,1415,0,1415,27,1418,12,1509,960000,1411,2265600,1412,0,1413,0,1410,36,1412,18,1412,0,1413,0,1413,0,,
1514,100,1514,1,1511,1503512,1513,1,1514,239945,124307,1515,320000,1515,0,1516,20,1518,5,1610,2265600,1511,2265600,1513,0,1513,0,1511,36,1512,10,1513,0,1514,0,1514,0,,
1615,100,1615,1,1611,1503636,1613,1,1614,653633,537995,1616,320000,1616,0,1618,21,1621,9,1710,422400,1612,2265600,1613,0,1613,0,1611,30,1612,11,1613,0,1614,0,1614,0,,
1726,100,1727,1,1713,1503636,1721,1,1726,45390,0,1727,320000,1728,0,1729,26,1733,4,1810,960000,1713,960000,1719,0,1722,0,1712,27,1718,18,1720,0,1726,0,1726,0,,
1814,100,1814,1,1812,1503760,1813,1,1814,851496,735858,1814,320000,1815,0,1815,35,1817,10,1911,960000,1812,2265600,1813,0,1814,0,1811,25,1813,50,1813,0,1814,0,1814,0,,
1916,100,1917,1,1913,1503732,1915,1,1916,180723,65085,1917,320000,1917,0,1918,13,1922,4,2011,2265600,1913,2265600,1914,0,1916,0,1912,9,1914,10,1915,0,1916,0,1916,0,,
2017,100,2017,1,2012,1503732,2015,1,2016,1098608,982970,2018,320000,2019,0,2020,33,2023,10,2112,2265600,2013,2265600,2014,0,2015,0,2012,58,2013,11,2014,0,2016,0,2016,0,,
2119,100,2119,1,2114,1503856,2117,1,2119,45931,0,2120,320000,2121,0,2122,10,2125,3,2212,1497600,2114,960000,2116,0,2118,0,2113,0,2116,20,2117,0,2118,0,2119,0,,
2215,100,2215,1,2213,1503856,2214,1,2215,446206,330568,2215,320000,2216,0,2216,27,2218,12,2312,960000,2213,2265600,2214,0,2214,0,2212,45,2214,10,2214,0,2215,0,2215,0,,
2316,100,2316,1,2313,1504368,2315,1,2316,540816,425178,2317,320000,2317,0,2318,40,2320,12,2412,2265600,2313,2265600,2314,0,2315,0,2313,50,2314,27,2315,0,2316,0,2316,0,,
2417,100,2417,1,2414,1504828,2416,1,2417,1208003,1092365,2418,320000,2419,0,2420,65,2423,30,2512,2265600,2414,1497600,2415,0,2416,0,2413,36,2415,100,2415,0,2416,0,2417,0,,
2516,100,2516,1,2514,1505188,2515,1,2516,2195154,2079516,2516,320000,2516,0,2517,66,2519,30,2613,1574400,2514,2265600,2515,0,2515,0,2513,50,2514,88,2515,0,2515,0,2516,0,,
2616,100,2616,1,2614,1505532,2615,1,2616,1782996,1667358,2616,320000,2617,0,2617,60,2619,29,2713,2265600,2614,2265600,2615,0,2616,0,2613,27,2615,100,2615,0,2616,0,2616,0,,
2716,100,2716,1,2714,1505904,2716,1,2716,2004450,1888812,2716,320000,2717,0,2717,63,2719,26,2813,960000,2714,2265600,2715,0,2716,0,2714,66,2715,60,2715,0,2716,0,2716,0,,
2817,100,2817,1,2814,1505960,2816,1,2817,1613193,1497555,2817,320000,2817,0,2818,55,2820,27,2913,2265600,2815,2265600,2816,0,2816,0,2814,10,2815,100,2816,0,2817,0,2817,0,,
2918,100,2918,1,2915,1506748,2917,1,2918,1909098,1793460,2918,320000,2919,0,2921,60,2924,29,3014,1497600,2915,2265600,2916,0,2917,0,2914,40,2916,80,2916,0,2917,0,2917,0,,
3017,100,3017,1,3015,1508132,3016,1,3017,1749255,1633617,3017,320000,3018,0,3018,70,3020,33,3114,2265600,3015,2265600,3016,0,3017,0,3015,50,3016,90,3016,0,3017,0,2990,1,started,
3117,100,3117,1,3115,1508132,3117,1,3117,1750179,1634541,3118,320000,3118,0,3118,52,3120,26,3214,960000,3115,2265600,3116,0,3117,0,3115,30,3116,80,3116,0,3117,0,3017,1,started,
3219,100,3219,1,3216,1505012,3218,1,3219,226784,111146,3219,320000,3220,0,3220,20,3222,8,3315,2265600,3216,2265600,3217,0,3218,0,3215,30,3217,10,3217,0,3218,0,3117,1,started,
3318,100,3318,1,3316,1505480,3317,1,3318,2068018,1952380,3318,320000,3319,0,3319,63,3321,32,3415,1036800,3316,2265600,3317,0,3317,0,3315,30,3317,100,3317,0,3318,0,3218,1,started,
3419,100,3419,1,3416,1505976,3418,1,3419,1663007,1547369,3420,320000,3421,0,3422,65,3437,30,3515,2265600,3416,2265600,3417,0,3418,0,3416,27,3417,100,3418,0,3419,0,3318,1,started,
3518,100,3518,1,3516,1506224,3518,1,3518,1940882,1825244,3519,320000,3519,0,3519,63,3521,30,3615,1190400,3517,2265600,3517,0,3518,0,3516,22,3517,100,3518,0,3518,0,3419,1,started,
3619,100,3619,1,3617,1506596,3618,1,3619,1665527,1549889,3619,320000,3619,0,3620,60,3622,29,3716,960000,3617,2265600,3618,0,3618,0,3616,20,3617,100,3618,0,3618,0,3518,1,started,
3719,100,3719,1,3717,1506720,3718,1,3719,1613193,1497555,3719,320000,3720,0,3720,55,3722,26,3816,2265600,3717,2265600,3718,0,3718,0,3716,10,3718,100,3718,0,3719,0,3619,1,started,
3819,100,3819,1,3817,1507356,3819,1,3819,2449425,2333787,3820,320000,3820,0,3821,72,3823,33,3916,2265600,3817,2265600,3818,0,3819,0,3817,54,3818,100,3818,0,3819,0,3719,1,started,
3928,100,3928,1,3918,1509200,3921,1,3926,1861423,1745785,3928,320000,3929,0,3929,65,3933,32,4017,1958400,3918,2265600,3919,0,3925,0,3917,36,3918,81,3919,0,3925,0,3819,1,started,
4021,100,4021,1,4018,1512100,4021,1,4021,2161917,2046279,4022,320000,4022,0,4023,77,4026,37,4117,1267200,4019,2265600,4020,0,4021,0,4018,81,4020,77,4020,0,4021,0,3926,1,started,
4128,100,4129,1,4124,1512308,4128,1,4128,642746,527108,4129,320000,4129,0,4130,33,4132,15,4217,2265600,4124,2265600,4127,0,4128,0,4118,27,4125,33,4127,0,4128,0,4021,1,started,
4221,100,4221,1,4218,1511132,4220,1,4221,1085603,969965,4221,320000,4221,0,4222,33,4224,16,4318,2265600,4219,1958400,4220,0,4220,0,4218,50,4219,25,4220,0,4220,0,4128,1,started,
